5.66.74.6816
1.23.92.3906
2.72.58.0902
1.54.69.4720
5.26.37.8417
5.57.22.3130
1.12.72.0948
8.59.24.4318
8.68.88.4570
8.65.65.3045
1.82.93.4314
5.95.91.7224
9.92.02.5680
6.10.49.2250
1.76.57.7853
1.05.84.7453
1.05.46.9282
9.39.22.7710
2.87.06.3240
5.18.65.2490
9.45.88.0595
6.13.20.7440
9.54.24.3757
5.26.93.5807
8.57.08.0337
8.91.67.5469
8.27.13.1446
8.67.50.1979
5.24.36.7309
9.09.41.7660
2.14.73.1972
1.57.18.9790
6.82.73.6430
6.05.13.2100
5.91.20.1321
2.23.37.5603
5.32.68.3705
8.60.21.2505
1.58.29.4970
1.03.24.9229
6.43.44.0227
1.76.97.2757
2.25.85.4627
6.80.92.5338
6.29.76.1437
2.14.36.9833
9.73.58.9124
6.95.73.6619
6.87.43.9644
6.99.81.0036
6.07.01.7562
6.01.72.9936
6.53.95.9898
2.04.72.7560
5.68.76.0700
2.45.27.5514
8.76.21.5584
2.07.70.4442
5.87.91.1980
2.51.36.4364
9.17.60.8768
5.60.85.7799
6.00.71.1055
5.94.42.0199
6.03.35.4220
5.69.27.4813
2.86.57.7653
9.49.65.5260
5.92.04.4050
9.11.53.5172
5.46.87.9172
6.91.27.5932
6.09.55.8160
6.18.67.3349
5.55.61.4610
1.46.53.3674
1.62.64.1655
2.59.64.8322
1.55.96.2073
6.69.77.9544
2.48.91.7250
1.06.14.0863
1.76.26.8674
6.45.55.2306
2.13.88.6030
8.39.75.4152
2.28.35.2046
6.43.49.9430
9.28.15.1034
9.20.76.2542
5.35.29.7129
1.39.22.5870
2.36.58.4120
6.07.35.9331
1.53.36.3757
6.96.07.3500
8.26.09.4350
6.58.54.4691
1.95.04.8714
9.83.68.7559
6.37.84.4700
9.44.76.2244
2.86.54.7210
5.14.19.1168
6.48.17.4140
6.72.77.5037
9.77.39.9618
9.59.96.6456
5.72.81.8737
9.11.23.4883
5.22.31.2512
6.04.14.9611
2.06.99.5570
5.93.83.4321
2.99.08.4322
2.14.72.3410
5.29.33.0350
9.36.52.2288
1.07.84.1320
2.80.40.8102
6.02.01.8765
8.46.81.0207
2.00.16.2705
2.42.34.8579
5.35.57.6729
2.22.41.7225
6.28.83.8244
5.38.21.1295
9.09.00.2630
9.20.93.0384
2.00.07.1297
9.11.61.4539
1.61.95.4066
2.96.05.4884
6.16.16.1212
8.79.60.0299
5.72.51.7700
2.91.12.1632
6.08.35.7847
1.87.18.0234
5.67.56.5220
9.28.53.2926
8.38.47.0980
8.27.13.1446
9.52.01.9565
5.42.18.3020
6.53.78.3966
6.07.46.4288
1.92.72.5427
1.85.10.4274
9.00.12.5780
6.25.85.7100
6.97.26.9735
5.84.30.4924
9.38.92.1605
1.42.47.5154
8.89.69.2208
5.46.74.4758
5.44.43.4480
1.39.91.8814
9.34.12.1620
6.16.81.7850
1.70.25.8294
5.88.53.1844
5.12.68.8290
8.87.88.2778
6.83.16.8835
8.69.10.9716
5.99.05.9552
8.73.04.4400
5.17.58.5390
1.85.71.5280
5.97.68.3189
2.84.73.1730
2.00.16.2705
6.76.23.0059
8.96.53.6798
5.84.12.5500
8.24.71.4946
5.25.61.9780
5.66.74.1696
8.95.98.8537
9.03.51.1690
1.42.16.2905
9.97.83.4778
9.26.96.1950
2.98.76.0873
2.93.29.0027
6.77.01.0800
6.71.95.7144
1.02.55.5576
8.87.54.9713
9.09.91.8562
2.97.07.6012
8.49.59.7781
8.46.13.8867
1.70.05.0178
5.94.06.3191
6.60.28.7780
2.10.58.2017
9.98.76.8716
8.72.37.8858
1.84.29.1306
8.15.59.8106
8.22.24.3775
5.95.45.8270
6.71.56.7202
9.70.88.5016
9.84.31.8550
8.14.31.5379
9.26.49.9491
9.03.78.1724
9.34.96.9663
5.61.37.7200
8.04.74.6229
8.15.79.1460
9.90.59.3873
1.05.46.9282
6.23.50.9027
9.90.44.9245
2.36.90.2997
1.01.30.1081
6.51.20.7680
2.05.26.0080
5.90.35.0390
6.96.21.4733
8.20.10.1953
6.37.66.6542
5.58.94.7280
8.22.44.5876
9.28.19.0894
6.53.13.4150
1.31.44.2570
9.83.33.4200
6.83.14.9039
8.21.21.8335
5.66.96.6232
9.59.18.8720
2.20.24.9465
1.19.72.7470
1.89.49.0519
5.58.21.5919
8.52.71.3860
5.04.65.8590
9.52.68.6759
9.08.29.7970
6.21.17.7386
5.98.64.1882
8.01.23.1639
6.91.30.4774
5.12.86.0040
8.76.45.4363
6.21.93.0672
6.74.62.9735
6.47.51.5866
8.92.99.8008
2.15.87.4170
6.53.74.1303
2.56.61.0400
5.18.52.4752
2.08.66.3916
6.62.19.9133
2.21.61.7152
6.50.90.9793
2.74.66.8427
8.53.66.6121
8.76.03.5822
8.55.94.7445
8.61.95.9784
1.59.70.8783
2.10.14.0720
8.37.22.7458
1.73.10.6948
6.22.87.8700
5.45.19.6644
6.17.45.3433
8.19.90.2240
9.74.16.0453
1.17.98.0948
6.95.58.7833
8.45.07.9883
2.35.92.1087
6.01.83.1718
9.81.92.7350
1.91.27.6807
8.86.40.5050
8.95.80.3203
9.35.42.3060
2.21.26.5855
5.97.84.6731
1.16.84.4413
5.18.64.0449
9.56.95.5848
1.30.27.2670
5.68.27.3760
6.41.62.8845
6.86.04.8806
2.71.26.2977
1.88.32.1172
5.41.31.3587
9.80.79.0930
6.54.02.1922
5.90.83.4903
8.93.33.1119
2.36.15.1010
6.69.96.2983
8.40.60.5439
1.12.13.2133
2.22.37.5875
1.59.77.7909
1.57.39.5728
8.78.62.8400
6.48.40.6994
2.41.17.4961
8.10.15.0050
1.92.69.6336
6.35.36.6976
6.23.37.4500
1.32.41.5823
1.86.91.7880
1.65.08.5745
1.85.04.9175
6.63.30.5597
6.63.30.5597
9.71.67.4582
9.29.47.1466
9.55.93.8764
6.58.14.1983
8.80.37.2758
2.20.01.2490
9.18.22.9103
2.87.04.9850
8.57.30.5165
6.59.32.7937
9.46.16.3642
6.13.58.0257
1.43.03.0619
2.98.93.0626
9.96.65.0659
6.78.71.0727
1.68.13.3817
2.75.50.2660
6.29.33.7007
1.23.62.9457
9.80.42.0386
8.95.06.0152
8.27.13.0023
5.68.23.7134
6.16.65.5502
6.74.84.5030
2.72.57.8436
9.11.05.8849
6.55.96.4134
6.20.02.0733
5.16.67.1900
1.37.05.2558
1.65.96.6427
5.98.59.4462
5.13.58.8140
8.10.26.9960
6.45.40.9200
6.39.57.9710
2.90.18.4873
2.00.19.6194
5.87.49.5613
2.53.73.9822
1.27.65.4252
9.93.44.8422
6.97.06.0676
8.78.42.9013
8.97.94.2280
6.51.92.1259
6.99.35.1880
1.43.95.8690
8.62.82.6858
8.62.42.7824
1.90.47.7386
5.45.40.6602
6.31.69.8540
8.30.95.0184
5.05.43.2596
9.24.95.0237
9.78.33.3470
8.31.77.0296
9.67.75.5207
5.20.48.5530
8.25.50.6638
5.10.07.4260
8.34.98.0484
5.51.01.4440
8.54.90.3422
8.99.39.8856
8.86.23.0184
2.52.25.8240
9.23.73.6000
9.57.20.8947
6.09.31.2390
2.60.89.8776
1.49.24.6951
9.44.28.6380
9.99.22.1504
6.87.17.4636
2.35.68.3140
6.35.42.9748
9.78.71.3680
9.34.37.6328
6.74.91.3747
1.90.16.7294
5.75.25.5935
9.16.73.3506
2.16.62.5490
1.99.97.4718
6.86.91.9520
2.36.25.3719
5.93.86.6873
9.80.30.6590
9.60.78.2460
9.62.35.8587
6.55.48.6460
6.86.13.9446
8.46.96.6530
8.46.96.6530
8.16.26.8599
9.05.68.1126
1.72.76.8713
9.18.94.7753
6.51.90.7718
2.82.40.1209
1.06.68.0560
8.43.00.5609
1.61.52.9343
2.17.03.6302
5.21.16.6792
9.54.64.3984
8.61.85.2527
6.28.72.2904
1.30.82.1597
1.20.88.5852
2.08.42.3588
8.85.73.3198
6.91.65.5005
6.76.51.0243
6.10.96.3740
5.69.26.2562
1.11.60.5598
8.20.58.1747
5.74.96.8532
9.67.69.9307
8.03.64.9952
1.09.39.9790
9.12.92.6272
2.89.97.0040
9.73.69.8560
6.48.98.4940
2.61.74.8009
5.53.33.4140
2.11.47.0077
8.64.78.2342
9.82.54.2267
8.75.38.2757
8.78.26.9400
8.36.68.8260
6.43.95.1556
1.31.12.3324
6.36.35.8010
2.04.20.6596
2.12.17.5373
2.81.54.7040
8.58.11.6789
1.24.30.5580
9.26.73.5895
8.36.44.5983
6.45.54.8730
8.50.80.5570
6.44.66.2700
1.21.47.2309
2.59.93.7720
2.59.95.4861
9.96.50.9914
5.45.07.9846
8.24.74.1307
1.84.47.7840
1.32.40.2653
9.05.44.0894
6.37.48.5180
1.25.06.0075
6.13.26.7761
8.71.06.8254
6.79.58.8190
1.90.31.0120
9.07.09.1787
2.87.58.3236
1.74.50.1790
6.70.50.9528
5.34.00.1725
2.63.03.0702
1.38.25.7360
2.45.04.2647
5.94.09.0580
9.19.90.7738
8.21.16.9579
1.42.49.6777
1.02.72.2262
6.46.93.6323
2.32.65.9290
5.42.53.1124
6.02.22.5735
6.35.74.3620
6.07.48.1894
6.30.67.6446
6.19.02.9675
2.51.99.3264
8.00.80.8599
1.89.81.1092
8.62.60.9780
1.80.53.0836
5.14.92.4410
1.46.26.7977
9.44.68.5687
1.81.10.5410
8.34.99.4367
1.54.44.8460
1.03.14.9478
8.72.92.2728
6.68.22.6134
1.94.77.1829
5.34.11.5390
1.18.68.0080
6.94.37.8999
6.56.14.5419
9.56.21.7813
8.31.07.4990
2.11.56.0868
8.13.11.3647
2.75.25.0477
1.92.76.6132
1.72.70.1180
6.11.34.7908
6.27.52.3030
9.79.29.7357
2.91.66.7120
6.26.27.1058
6.13.68.5040
9.14.45.7500
6.59.14.4219
5.54.76.8069
5.31.45.5610
5.63.38.6169
2.91.81.2384
1.40.89.0622
5.16.79.2842
1.79.27.6347
1.35.23.3950
1.69.43.5234
5.65.43.9014
2.99.39.9400
9.70.10.8266
5.25.69.6726
5.94.21.6217
9.36.30.6488
5.94.56.5273
2.61.00.2259
5.00.94.8496
5.44.43.4480
9.26.15.1274
6.90.78.2560
6.53.94.4482
1.86.70.0300
8.42.83.0716
8.22.65.2456
8.32.12.0420
9.12.23.4245
9.20.70.6915
8.88.61.7136
6.25.92.5956
8.30.92.4863
6.44.07.4024
9.61.26.5024
5.86.05.8928
1.78.87.0480
1.36.80.0257
6.69.73.2928
6.35.57.3490
8.88.66.4175
5.45.41.8562
2.59.44.5162
8.42.59.9368
8.17.80.8462
1.32.45.6394
5.40.68.5513
1.22.12.2392
8.19.87.1126
9.74.88.2879
2.08.85.2999
9.93.22.6670
9.71.26.0850
2.81.63.9190
9.48.53.5039
1.64.06.0286
8.67.17.1893
9.02.02.3380
5.48.62.9043
2.82.06.8983
5.21.04.7377
2.68.42.1614
8.60.93.5220
8.37.90.9739
9.13.50.3460
9.61.71.2210
